artistID,objQID,objLabel,objDesc
1383,Q592330,dream pop,music genre
2118,Q592330,dream pop,music genre
1383,Q817138,electronica,broad group of electronic-based music genres
2118,Q817138,electronica,broad group of electronic-based music genres
1383,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
2118,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
1383,Q1435509,folktronica,"genre of electronic music which incorporates the sounds of acoustic instrumentation, with elements of folk music, commonly blended with sound of IDM and glitch-inspired editing and manipulation, as well as the tempo and atmosphere of downtempo"
2118,Q1435509,folktronica,"genre of electronic music which incorporates the sounds of acoustic instrumentation, with elements of folk music, commonly blended with sound of IDM and glitch-inspired editing and manipulation, as well as the tempo and atmosphere of downtempo"
9706,Q1151259,nueva canción,"social movement and musical genre in Iberian America and the Iberian peninsula, characterized by folk-inspired styles and socially committed lyrics"
1596,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
1596,Q37073,pop music,genre of popular music
1596,Q316930,dance music,music of any genre intended to accompany dancing
1596,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
308,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
2544,Q235858,traditional folk music,"local or regional traditional music that was originally produced in performance and transmitted in community conditions, as well as music written stylistically and/or ideologically within these traditions"
8067,Q9794,reggae,music genre that originated in Jamaica in the late 1960s
8067,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
8067,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
8067,Q2256407,hip-hop soul,"subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip-hop musical production."
1392,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
5079,Q9730,classical music,broad tradition of Western art music
5079,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
5079,Q213121,new age music,genre of popular music
5079,Q487965,industrial music,music genre
5079,Q817138,electronica,broad group of electronic-based music genres
5079,Q1166158,dark cabaret,genre of cabaret influenced by goth and punk
8807,Q7749,rock and roll,"genre of popular music, early subgenre of rock music"
8807,Q37073,pop music,genre of popular music
8807,Q83440,country music,genre of American popular music
8807,Q2472420,estrada,"kind of scenic art of small forms of mainly popular-entertaining direction, including such directions as singing, dance, circus on stage, illusionism, colloquial genre, parody, clownery"
4492,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
1691,Q11399,rock music,popular music genre
2351,Q11399,rock music,popular music genre
7626,Q7749,rock and roll,"genre of popular music, early subgenre of rock music"
7626,Q8341,jazz,musical style and genre
7626,Q37073,pop music,genre of popular music
7626,Q58339,disco,genre of dance music and a subculture that emerged in the 1970s from the United States' urban nightlife scene
7626,Q373342,popular music,music genres distributed to large audiences and considered to have wide appeal
7626,Q1065742,religious music,music genre
7626,Q1583807,art music,"serious music, as opposed to popular or folk music; meta-genre covering global classical music developments"
890,Q37073,pop music,genre of popular music
890,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
890,Q484641,pop rock,music genre
890,Q487914,pop-punk,rock music fusion genre that combines elements of punk rock with power pop or pop
890,Q837837,power pop,music genre
8844,Q9730,classical music,broad tradition of Western art music
8844,Q11366,alternative rock,subgenre of rock music
8844,Q37073,pop music,genre of popular music
8844,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
8844,Q842324,indie pop,genre of pop music within independent music movement
8844,Q854451,Celtic music,music genre
8844,Q2336819,operatic pop,subgenre of pop music
1935,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
1935,Q37073,pop music,genre of popular music
1935,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
1935,Q131272,soul,genre of popular music
1935,Q211756,dance-pop,dance-oriented pop music
5267,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
5267,Q83440,country music,genre of American popular music
7877,Q8341,jazz,musical style and genre
7877,Q37073,pop music,genre of popular music
7877,Q327547,cool jazz,sub-genre of jazz associated with the U.S. West Coast
7877,Q484641,pop rock,music genre
7877,Q591990,jazz standard,"musical composition considered an important part of the musical repertoire of jazz musicians; composition that is widely known, performed, and recorded by jazz musicians, and widely known by listeners"
7877,Q1196752,traditional pop,Western popular music that generally predates the advent of rock and roll in the mid-1950s
1696,Q83440,country music,genre of American popular music
1696,Q613408,country rock,subgenre fusion of rock music and country music
1696,Q649823,country blues,music genre
1696,Q2280497,country pop,fusion genre of country music and pop music
7587,Q8341,jazz,musical style and genre
7587,Q180268,gospel music,genre of music emphasizing Christian lyrics
7587,Q205049,world music,"umbrella term for traditional, indigenous, popular or art music, not following North American or British popular and folk traditions"
7587,Q227045,zouk,music genre
7587,Q727781,music of Latin America,"collective term for the dances, rhythms and styles of music from Latin America"
4545,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
4545,Q83440,country music,genre of American popular music
4545,Q180268,gospel music,genre of music emphasizing Christian lyrics
4545,Q205049,world music,"umbrella term for traditional, indigenous, popular or art music, not following North American or British popular and folk traditions"
4545,Q213714,bluegrass music,form of American roots music
4545,Q438476,alternative country,sub-genre of country music
4545,Q2407862,Americana,genre of music and radio format
1393,Q1344,opera,artform combining sung text and musical score in a theatrical setting
1393,Q37073,pop music,genre of popular music
3488,Q37073,pop music,genre of popular music
3488,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
3488,Q131272,soul,genre of popular music
3488,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
5089,Q37073,pop music,genre of popular music
17522,Q8341,jazz,musical style and genre
17522,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
17522,Q131272,soul,genre of popular music
17522,Q235858,traditional folk music,"local or regional traditional music that was originally produced in performance and transmitted in community conditions, as well as music written stylistically and/or ideologically within these traditions"
17522,Q378988,adult contemporary music,radio format and music genre
699,Q37073,pop music,genre of popular music
699,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
17934,Q11366,alternative rock,subgenre of rock music
4815,Q1344,opera,artform combining sung text and musical score in a theatrical setting
4815,Q2743,musical,"stage work that combines songs, music, spoken dialogue, acting, and dance"
4815,Q8341,jazz,musical style and genre
4815,Q37073,pop music,genre of popular music
4815,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
4815,Q180268,gospel music,genre of music emphasizing Christian lyrics
14060,Q11399,rock music,popular music genre
14060,Q37073,pop music,genre of popular music
18397,Q37073,pop music,genre of popular music
18397,Q131272,soul,genre of popular music
18397,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
8848,Q9730,classical music,broad tradition of Western art music
8848,Q213121,new age music,genre of popular music
8848,Q854451,Celtic music,music genre
8848,Q2336819,operatic pop,subgenre of pop music
7865,Q37073,pop music,genre of popular music
7865,Q40461,bachata,"genre of Latin Francia music that originated in the Dominican Republic in the first half of the 20th century with Indigenous, African and European musical elements"
7865,Q18345375,Latin music,"musical styles originating from Ibero-America, Spain, Portugal, and the Latino United States, as well as music sung in Spanish or Portuguese"
15773,Q37073,pop music,genre of popular music
4767,Q37073,pop music,genre of popular music
15744,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
15744,Q37073,pop music,genre of popular music
15744,Q2572585,pop rap,genre of music which combines hip-hop music with elements of pop music
1847,Q131272,soul,genre of popular music
15038,Q37073,pop music,genre of popular music
15038,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
11380,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
4260,Q11366,alternative rock,subgenre of rock music
4260,Q11399,rock music,popular music genre
4260,Q37073,pop music,genre of popular music
4260,Q186472,folk rock,fusion genre of folk and rock music
4260,Q484641,pop rock,music genre
4260,Q547137,Latin pop,upbeat Latin music mixed with American pop music
4260,Q723418,cumbia,music genre and dance from Colombia
4260,Q842324,indie pop,genre of pop music within independent music movement
10989,Q131272,soul,genre of popular music
1424,Q11366,alternative rock,subgenre of rock music
1424,Q37073,pop music,genre of popular music
1424,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
3878,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
3878,Q131272,soul,genre of popular music
9654,Q484641,pop rock,music genre
9654,Q547137,Latin pop,upbeat Latin music mixed with American pop music
1718,Q186472,folk rock,fusion genre of folk and rock music
5617,Q11399,rock music,popular music genre
11690,Q37073,pop music,genre of popular music
11690,Q211756,dance-pop,dance-oriented pop music
11690,Q606393,Hi-NRG,genre of uptempo disco or electronic dance music
11690,Q655514,freestyle music,electronic dance music genre that fuses melodic vocal styles found in 1970s disco and 1980s dance-pop with synth instrumentation of electro and hip hop
11690,Q744417,Italo disco,genre of music
11690,Q848852,Eurobeat,music genre
2800,Q213665,K-pop,popular music originating in South Korea
790,Q37073,pop music,genre of popular music
790,Q188450,electropop,"genre of electronic pop music that emerged in the late 1970s and gained mainstream popularity in the mid-2000s, defined by its crisp, compressed synthesizer sounds and warm, crunchy production style"
790,Q211756,dance-pop,dance-oriented pop music
790,Q484641,pop rock,music genre
790,Q547137,Latin pop,upbeat Latin music mixed with American pop music
263,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
263,Q131272,soul,genre of popular music
3598,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
3598,Q83440,country music,genre of American popular music
2303,Q2087267,laïko,Greek music genre
2303,Q53806314,éntekhno,music style; orchestral music with elements from Greek folk rhythm and melody
13273,Q9759,blues,music genre
13273,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
13273,Q131272,soul,genre of popular music
13273,Q1071873,Chicago blues,"form of blues music indigenous to Chicago, Illinois"
13273,Q2521569,soul blues,style of blues music
981,Q37073,pop music,genre of popular music
15722,Q37073,pop music,genre of popular music
981,Q205560,trip hop,genre of electronic music
15722,Q205560,trip hop,genre of electronic music
981,Q842324,indie pop,genre of pop music within independent music movement
15722,Q842324,indie pop,genre of pop music within independent music movement
1732,Q235858,traditional folk music,"local or regional traditional music that was originally produced in performance and transmitted in community conditions, as well as music written stylistically and/or ideologically within these traditions"
1732,Q2332751,avant-garde music,music genre
2546,Q37073,pop music,genre of popular music
239,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
239,Q37073,pop music,genre of popular music
239,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
239,Q131272,soul,genre of popular music
239,Q2256407,hip-hop soul,"subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip-hop musical production."
17612,Q37073,pop music,genre of popular music
17612,Q131272,soul,genre of popular music
17612,Q316930,dance music,music of any genre intended to accompany dancing
17612,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
3796,Q6010,rapping,"artistic form of vocal delivery and emotive expression that incorporates ""rhyme, rhythmic speech, and [commonly] street vernacular"""
3796,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
3796,Q37073,pop music,genre of popular music
3796,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
3796,Q484641,pop rock,music genre
8368,Q8341,jazz,musical style and genre
8368,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
8368,Q37073,pop music,genre of popular music
8368,Q205560,trip hop,genre of electronic music
8368,Q211781,free jazz,music genre
8368,Q438503,alternative hip-hop,subgenre of hip-hop music that encompasses a wide range of styles that are not typically identified as mainstream
4566,Q131272,soul,genre of popular music
4254,Q37073,pop music,genre of popular music
18741,Q1640319,experimental music,music genre
6388,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
6388,Q37073,pop music,genre of popular music
6388,Q131272,soul,genre of popular music
6388,Q316930,dance music,music of any genre intended to accompany dancing
6388,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
2990,Q37073,pop music,genre of popular music
18564,Q37073,pop music,genre of popular music
3314,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
6383,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
3314,Q37073,pop music,genre of popular music
6383,Q37073,pop music,genre of popular music
3314,Q131272,soul,genre of popular music
6383,Q131272,soul,genre of popular music
3314,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
6383,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
15371,Q37073,pop music,genre of popular music
5257,Q8341,jazz,musical style and genre
5257,Q11399,rock music,popular music genre
5257,Q37073,pop music,genre of popular music
5257,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
5257,Q83440,country music,genre of American popular music
5257,Q1196752,traditional pop,Western popular music that generally predates the advent of rock and roll in the mid-1950s
5257,Q2280497,country pop,fusion genre of country music and pop music
13435,Q1344,opera,artform combining sung text and musical score in a theatrical setting
13435,Q9730,classical music,broad tradition of Western art music
13435,Q37073,pop music,genre of popular music
13435,Q235858,traditional folk music,"local or regional traditional music that was originally produced in performance and transmitted in community conditions, as well as music written stylistically and/or ideologically within these traditions"
13435,Q2336819,operatic pop,subgenre of pop music
13435,Q56342556,classical crossover,style of music where classical music is performed in a popular modern style that is different to how that music was originally performed
1034,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
7464,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
1034,Q11366,alternative rock,subgenre of rock music
7464,Q11366,alternative rock,subgenre of rock music
1034,Q37073,pop music,genre of popular music
7464,Q37073,pop music,genre of popular music
1034,Q205560,trip hop,genre of electronic music
7464,Q205560,trip hop,genre of electronic music
1034,Q316930,dance music,music of any genre intended to accompany dancing
7464,Q316930,dance music,music of any genre intended to accompany dancing
1034,Q484641,pop rock,music genre
7464,Q484641,pop rock,music genre
1034,Q485395,gothic rock,musical subgenre of post-punk and alternative rock
7464,Q485395,gothic rock,musical subgenre of post-punk and alternative rock
1034,Q487965,industrial music,music genre
7464,Q487965,industrial music,music genre
1034,Q592330,dream pop,music genre
7464,Q592330,dream pop,music genre
1034,Q842324,indie pop,genre of pop music within independent music movement
7464,Q842324,indie pop,genre of pop music within independent music movement
1034,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
7464,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
307,Q37073,pop music,genre of popular music
6714,Q11399,rock music,popular music genre
6714,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
3881,Q37073,pop music,genre of popular music
3881,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
4151,Q49451,progressive rock,genre of rock music
4151,Q209137,post-rock,"subgenre of rock music, often instrumental"
4151,Q286080,acoustic music,"music genre, non-electric music created through acoustics"
4151,Q484344,progressive metal,genre of heavy metal music
2802,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
2802,Q211756,dance-pop,dance-oriented pop music
2802,Q213665,K-pop,popular music originating in South Korea
2802,Q2913982,trap music,subgenre of hip-hop
5563,Q131578,J-pop,Japanese popular music genre
915,Q37073,pop music,genre of popular music
690,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
5728,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
16363,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
690,Q211756,dance-pop,dance-oriented pop music
5728,Q211756,dance-pop,dance-oriented pop music
16363,Q211756,dance-pop,dance-oriented pop music
690,Q842324,indie pop,genre of pop music within independent music movement
5728,Q842324,indie pop,genre of pop music within independent music movement
16363,Q842324,indie pop,genre of pop music within independent music movement
690,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
5728,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
16363,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
1604,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
1604,Q37073,pop music,genre of popular music
1604,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
1604,Q131272,soul,genre of popular music
1604,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
9056,Q8341,jazz,musical style and genre
5150,Q11399,rock music,popular music genre
7461,Q11399,rock music,popular music genre
5150,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
7461,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
5150,Q131272,soul,genre of popular music
7461,Q131272,soul,genre of popular music
5150,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
7461,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
5150,Q438503,alternative hip-hop,subgenre of hip-hop music that encompasses a wide range of styles that are not typically identified as mainstream
7461,Q438503,alternative hip-hop,subgenre of hip-hop music that encompasses a wide range of styles that are not typically identified as mainstream
4932,Q37073,pop music,genre of popular music
4932,Q131272,soul,genre of popular music
4932,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
4258,Q37073,pop music,genre of popular music
4258,Q286080,acoustic music,"music genre, non-electric music created through acoustics"
4258,Q11700058,folk-pop,music genre
12141,Q8341,jazz,musical style and genre
12141,Q37073,pop music,genre of popular music
5266,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
5266,Q83440,country music,genre of American popular music
4560,Q37073,pop music,genre of popular music
7393,Q37073,pop music,genre of popular music
9585,Q3071,punk rock,genre of rock music
9585,Q8341,jazz,musical style and genre
9585,Q11365,grunge,genre of rock music
9585,Q11366,alternative rock,subgenre of rock music
9585,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
9585,Q189201,chamber music,form of classical music composed for a small group of instruments
9585,Q207378,big band,type of music ensemble associated with jazz and Swing Era music
9585,Q486263,bossa nova,style of Brazilian music
9585,Q1418683,kayōkyoku,Japanese pop music genre
9585,Q1641839,experimental rock,type of music based on rock
10432,Q37073,pop music,genre of popular music
374,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
3490,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
374,Q131578,J-pop,Japanese popular music genre
3490,Q131578,J-pop,Japanese popular music genre
374,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
3490,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
374,Q211756,dance-pop,dance-oriented pop music
3490,Q211756,dance-pop,dance-oriented pop music
374,Q284543,ethereal wave,music genre
3490,Q284543,ethereal wave,music genre
374,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
3490,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
374,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
3490,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
3397,Q37073,pop music,genre of popular music
12926,Q37073,pop music,genre of popular music
3489,Q37073,pop music,genre of popular music
3489,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
9348,Q217191,soft rock,music genre derived from popular and rock music
9348,Q484641,pop rock,music genre
9348,Q613408,country rock,subgenre fusion of rock music and country music
11916,Q9759,blues,music genre
11916,Q186472,folk rock,fusion genre of folk and rock music
11916,Q2407862,Americana,genre of music and radio format
10142,Q37073,pop music,genre of popular music
10142,Q131272,soul,genre of popular music
963,Q213121,new age music,genre of popular music
963,Q639197,instrumental music,music without spoken or sung language
1781,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
1781,Q205560,trip hop,genre of electronic music
1781,Q1640319,experimental music,music genre
1805,Q76092,glam rock,"style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter"
1805,Q484641,pop rock,music genre
10129,Q37073,pop music,genre of popular music
4707,Q37073,pop music,genre of popular music
10936,Q9730,classical music,broad tradition of Western art music
18158,Q213156,performance art,art using the actions of an artist or other participants (not to be confused with performing arts)
7156,Q9730,classical music,broad tradition of Western art music
7156,Q612024,contemporary classical music,post-1945 period in classical music
6374,Q861823,electroclash,genre of electronic dance music
2512,Q131578,J-pop,Japanese popular music genre
2512,Q170435,trance,genre of electronic dance music
2512,Q170611,techno,genre of electronic dance music
2512,Q11660484,denpa song,Japanese music genre
7109,Q1344,opera,artform combining sung text and musical score in a theatrical setting
3487,Q37073,pop music,genre of popular music
9569,Q37073,pop music,genre of popular music
1157,Q131578,J-pop,Japanese popular music genre
1157,Q608862,anime song,music created for use in Japanese animation series
8560,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
8560,Q83440,country music,genre of American popular music
8560,Q180268,gospel music,genre of music emphasizing Christian lyrics
8560,Q203720,rockabilly,early style of rock and roll music
8290,Q37073,pop music,genre of popular music
8555,Q11399,rock music,popular music genre
8555,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
8555,Q484641,pop rock,music genre
5534,Q37073,pop music,genre of popular music
1693,Q37073,pop music,genre of popular music
8592,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
2099,Q37073,pop music,genre of popular music
8582,Q170611,techno,genre of electronic dance music
9498,Q170611,techno,genre of electronic dance music
8582,Q861823,electroclash,genre of electronic dance music
9498,Q861823,electroclash,genre of electronic dance music
2054,Q9730,classical music,broad tradition of Western art music
9720,Q8341,jazz,musical style and genre
9720,Q205049,world music,"umbrella term for traditional, indigenous, popular or art music, not following North American or British popular and folk traditions"
1850,Q8341,jazz,musical style and genre
1850,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
1850,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
1850,Q58339,disco,genre of dance music and a subculture that emerged in the 1970s from the United States' urban nightlife scene
1850,Q131272,soul,genre of popular music
1850,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
12351,Q37073,pop music,genre of popular music
12351,Q131272,soul,genre of popular music
3173,Q37073,pop music,genre of popular music
3173,Q837389,Latin jazz,genre of jazz with Latin American rhythms
3173,Q1435485,axé,"music genre originated in Salvador, Bahia, Brazil"
9658,Q37073,pop music,genre of popular music
9658,Q2087267,laïko,Greek music genre
270,Q11403,samba,Brazilian music genre
270,Q261197,monologue,speech presented by a single character
270,Q1046768,música popular brasileira,trend in post-bossa nova urban popular music in Brazil
8021,Q37073,pop music,genre of popular music
652,Q37073,pop music,genre of popular music
652,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
652,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
14369,Q8341,jazz,musical style and genre
14369,Q11399,rock music,popular music genre
14369,Q37073,pop music,genre of popular music
14369,Q180268,gospel music,genre of music emphasizing Christian lyrics
14369,Q959583,schlager music,genre of popular music
4147,Q178145,gothic metal,genre of heavy metal music
4147,Q208494,industrial metal,Music genre; fusion of heavy metal and industrial music
4147,Q213149,viking metal,subgenre of heavy metal
4147,Q484179,folk metal,fusion genre of heavy metal music and traditional folk music
4147,Q484641,pop rock,music genre
4147,Q486415,symphonic metal,music genre that blends heavy metal with classical music
3119,Q11366,alternative rock,subgenre of rock music
3994,Q37073,pop music,genre of popular music
3994,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
3994,Q1317816,indie folk,music genre
3994,Q11700058,folk-pop,music genre
3500,Q37073,pop music,genre of popular music
3500,Q131272,soul,genre of popular music
12182,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
12182,Q131578,J-pop,Japanese popular music genre
17648,Q37073,pop music,genre of popular music
888,Q37073,pop music,genre of popular music
272,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
272,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
272,Q131272,soul,genre of popular music
272,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
17716,Q37073,pop music,genre of popular music
17716,Q131578,J-pop,Japanese popular music genre
2019,Q37073,pop music,genre of popular music
2019,Q739138,teen pop,subgenre of pop music
11764,Q37073,pop music,genre of popular music
11764,Q206159,psychedelic rock,genre of rock music
11764,Q486263,bossa nova,style of Brazilian music
11764,Q1046768,música popular brasileira,trend in post-bossa nova urban popular music in Brazil
11676,Q37073,pop music,genre of popular music
6892,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
6892,Q753679,gangsta rap,genre of rap music
6892,Q876171,East Coast hip-hop,regional subgenre of hip-hop music that originated in New York City during the 1970s
13151,Q11366,alternative rock,subgenre of rock music
13143,Q484344,progressive metal,genre of heavy metal music
10007,Q3840596,dark wave,music genre
4224,Q3071,punk rock,genre of rock music
4224,Q487914,pop-punk,rock music fusion genre that combines elements of punk rock with power pop or pop
4222,Q3071,punk rock,genre of rock music
4222,Q542703,melodic hardcore,subgenre of hardcore punk
4222,Q828305,skate punk,subgenre of punk rock
8659,Q11366,alternative rock,subgenre of rock music
18009,Q11366,alternative rock,subgenre of rock music
17208,Q11399,rock music,popular music genre
17208,Q747717,heartland rock,"rock music genre, characterized by a straightforward, roots musical style, a concern with the average, blue-collar American life, and a conviction that rock music has a social or communal purpose beyond entertainment"
17208,Q6184945,Jersey Shore sound,music genre or scene
10063,Q11366,alternative rock,subgenre of rock music
12560,Q37073,pop music,genre of popular music
8136,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
7365,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
7365,Q205049,world music,"umbrella term for traditional, indigenous, popular or art music, not following North American or British popular and folk traditions"
8745,Q37073,pop music,genre of popular music
1960,Q842324,indie pop,genre of pop music within independent music movement
1815,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
7672,Q11399,rock music,popular music genre
3193,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
18457,Q57143,power metal,subgenre of heavy metal combining characteristics of traditional metal with speed metal
9972,Q131425,visual kei,"movement among Japanese musicians defined by a strong focus on visual expression through outrageous costumes, makeup, and hairstyles"
12284,Q253918,melodic death metal,subgenre of death metal
15212,Q10922,hardcore punk,aggressive and fast subgenre of punk rock
15212,Q1151260,D-beat,genre of hardcore punk
16026,Q49451,progressive rock,genre of rock music
10500,Q131578,J-pop,Japanese popular music genre
